,humour,sarcasm,offensive,motivational,overall_sentiment
1142,0,0,0,0,0
1143,3,0,2,0,0
1144,2,1,2,1,1
1145,2,0,2,1,-1
1146,3,0,0,0,1
1147,2,0,0,0,1
1148,2,1,2,0,2
1149,0,0,1,0,1
1150,2,0,2,0,2
1151,2,0,0,0,1
1152,2,0,1,1,-1
1153,1,1,2,0,1
1154,1,1,2,0,1
1155,2,1,1,0,0
1156,2,0,1,0,-2
1157,0,0,0,1,1
1158,2,1,2,0,-1
1159,1,1,0,1,0
1160,1,1,1,0,1
1161,2,1,1,1,2
1162,1,0,1,0,0
1163,2,0,2,1,2
1164,2,0,0,0,1
1165,1,0,0,0,1
1166,1,0,1,0,0
1167,2,0,1,0,1
1168,0,0,1,1,-1
1169,2,0,0,0,1
1170,0,1,2,0,1
1171,0,0,0,0,0
1172,0,1,1,0,0
1173,2,0,0,1,1
1174,0,0,0,0,-1
1175,0,1,0,0,0
1176,1,0,0,0,0
1177,1,1,1,1,1
1178,1,0,1,0,2
1179,1,0,1,0,1
1180,0,1,1,1,1
1181,1,0,1,0,1
1182,0,1,2,1,1
1183,1,0,1,1,-1
1184,1,0,1,0,1
1185,0,0,0,0,0
1186,1,0,1,0,1
1187,3,0,2,0,2
1188,0,0,1,0,0
1189,3,0,2,0,0
1190,0,0,0,0,1
1191,2,1,1,0,1
1192,2,0,0,0,0
1193,2,0,2,1,1
1194,0,1,0,0,1
1195,0,0,1,1,1
1196,0,1,2,0,1
1197,3,1,2,0,0
1198,1,0,0,1,1
1199,1,1,2,1,1
1200,3,0,1,1,1
1201,3,0,1,1,2
1202,1,0,1,1,1
1203,0,1,2,0,1
1204,1,0,0,0,0
1205,1,0,0,1,0
1206,2,0,1,1,1
1207,1,0,1,0,2
1208,0,0,0,0,0
1209,0,0,1,0,0
1210,2,1,0,1,2
1211,0,0,0,0,0
1212,2,0,1,0,1
1213,0,1,2,1,0
1214,2,0,0,0,0
1215,0,0,3,0,-2
1216,2,0,0,1,1
1217,0,0,1,1,0
1218,1,0,1,1,1
1219,0,0,0,0,0
1220,1,1,0,1,0
1221,1,1,1,0,1
1222,0,1,0,1,1
1223,0,0,0,0,1
1224,2,0,3,1,0
1225,2,0,0,0,1
1226,0,0,1,1,0
1227,2,1,1,0,1
1228,1,1,2,0,-2
1229,3,1,2,1,-2
1230,1,1,2,0,-2
1231,0,0,0,0,0
1232,0,1,1,1,0
1233,3,1,3,1,0
1234,2,0,1,1,1
1235,2,1,2,1,1
1236,0,0,0,1,1
1237,2,1,2,0,1
1238,2,0,0,1,1
1239,1,1,1,0,0
1240,1,1,0,0,0
1241,0,0,0,0,0
1242,0,0,0,1,1
1243,0,0,0,1,1
1244,0,0,1,0,0
1245,1,0,0,0,0
1246,0,0,2,1,2
1247,2,1,0,0,0
1248,2,0,2,0,1
1249,1,0,0,0,-1
1250,0,0,0,0,0
1251,2,0,2,1,0
1252,1,0,0,0,2
1253,0,1,2,1,2
1254,1,0,1,1,-2
1255,0,0,1,1,0
1256,1,0,0,0,0
1257,1,0,0,0,1
1258,1,0,1,0,1
1259,1,0,0,0,1
1260,1,1,2,0,0
1261,2,0,0,0,1
1262,1,1,1,1,1
1263,1,0,1,0,1
1264,1,0,1,1,1
1265,1,0,1,0,2
1266,1,0,0,0,0
1267,1,0,0,0,0
1268,0,0,0,0,0
1269,0,0,3,1,-2
1270,0,0,0,0,0
1271,2,0,2,0,1
1272,1,0,2,1,0
1273,2,1,1,1,1
1274,1,0,1,1,1
1275,0,1,0,1,1
1276,0,0,1,0,-1
1277,2,1,2,1,0
1278,1,0,1,0,-1
1279,0,0,0,0,1
1280,2,1,2,1,2
1281,1,1,2,0,2
1282,2,0,1,0,-1
1283,1,0,1,0,1
1284,2,1,2,1,1
1285,2,0,1,1,0
1286,1,1,1,1,0
1287,1,0,0,0,2
1288,1,0,0,0,0
1289,2,1,2,1,1
1290,2,0,2,0,0
1291,0,0,1,0,0
1292,0,1,1,1,0
1293,2,1,2,1,1
1294,2,1,1,0,1
1295,1,0,1,1,0
1296,1,0,0,0,1
1297,1,0,1,0,0
1298,0,0,0,0,0
1299,2,0,0,0,1
1300,3,0,0,0,1
1301,1,0,0,0,0
1302,0,0,0,0,1
1303,2,1,0,0,2
1304,0,0,0,0,0
1305,0,0,3,0,0
1306,0,0,0,0,-2
1307,3,0,1,0,1
1308,0,0,0,0,1
1309,1,0,0,1,1
1310,1,1,0,0,0
1311,1,0,0,0,0
1312,3,0,1,0,1
1313,1,0,0,0,1
1314,3,0,0,0,1
1315,2,0,0,0,2
1316,2,0,0,0,0
1317,0,0,0,0,0
1318,0,0,0,0,1
1319,0,0,1,1,-1
1320,1,1,1,1,0
1321,1,0,1,1,0
1322,2,0,0,0,1
1323,2,1,2,0,1
1324,2,0,0,0,1
1325,2,0,1,1,2
1326,1,1,1,0,1
1327,1,1,1,1,-1
1328,2,0,1,0,1
1329,1,0,0,0,1
1330,2,0,0,0,1
1331,2,0,0,0,1
1332,2,0,1,0,2
1333,0,0,0,1,0
1334,2,1,1,1,1
1335,1,0,1,1,0
1336,0,0,1,0,0
1337,1,0,1,0,1
1338,3,0,3,1,-2
1339,2,0,0,0,1
1340,2,0,0,0,1
1341,1,0,0,0,1
1342,2,0,1,0,0
1343,1,0,0,0,1
1344,0,0,0,0,1
1345,2,0,0,0,2
1346,1,0,1,0,2
1347,2,1,3,0,-2
1348,1,0,1,0,1
1349,1,0,1,1,2
1350,0,0,1,1,1
1351,1,0,0,0,1
1352,1,0,0,0,0
1353,1,0,0,0,1
1354,1,0,0,0,0
1355,0,0,2,0,-1
1356,2,0,0,0,1
1357,1,0,1,1,0
1358,2,1,2,1,1
1359,3,0,0,0,2
1360,2,1,2,1,0
1361,1,0,0,0,1
1362,0,0,0,0,0
1363,0,0,2,1,0
1364,2,0,1,0,2
1365,1,0,1,0,2
1366,1,0,1,0,2
1367,1,1,1,0,1
1368,0,0,1,0,0
1369,1,0,1,1,1
1370,1,0,0,0,0
1371,1,0,1,0,2
1372,2,1,2,1,2
1373,1,0,2,0,0
1374,2,0,0,1,1
1375,1,1,0,0,1
1376,2,0,2,0,2
1377,2,1,1,0,1
1378,1,0,1,1,0
1379,1,0,0,0,0
1380,1,0,1,1,2
1381,1,0,0,0,0
1382,1,1,0,1,2
1383,2,0,0,0,1
1384,1,1,1,0,-1
1385,1,0,0,0,2
1386,0,0,0,0,1
1387,2,1,2,0,2
1388,2,1,2,0,0
1389,1,0,1,0,1
1390,3,0,1,0,0
1391,0,0,0,1,-2
1392,1,0,1,0,1
1393,1,0,1,0,2
1394,1,0,0,1,1
1395,3,0,0,0,1
1396,3,1,2,1,2
1397,0,0,0,0,1
1398,1,1,2,1,2
1399,2,0,0,0,1
1400,1,0,0,0,1
1401,1,1,1,1,1
1402,0,0,0,1,1
1403,0,0,0,0,0
1404,2,0,1,0,1
1405,0,0,0,0,0
1406,3,0,2,0,-1
1407,3,0,1,1,1
1408,0,0,0,0,1
1409,1,0,0,0,0
1410,0,0,0,0,0
1411,2,0,1,1,1
1412,0,0,0,0,0
1413,3,0,0,0,1
1414,1,0,0,0,1
1415,1,0,2,0,0
1416,3,0,2,0,1
1417,2,0,0,0,-1
1418,1,0,1,1,1
1419,2,1,2,1,0
1420,0,0,0,1,1
1421,1,1,2,1,2
1422,0,0,3,1,2
1423,2,0,1,0,2
1424,2,1,1,1,1
1425,1,1,1,1,1
1426,2,0,0,0,1
1427,2,0,1,0,1
1428,1,1,0,0,1
1429,2,0,1,1,1
1430,2,0,0,0,0
1431,2,1,1,1,1
1432,1,0,1,1,0
1433,0,0,2,1,0
1434,1,0,1,0,1
1435,2,1,1,1,1
1436,1,0,0,0,1
1437,2,0,1,0,-1
1438,2,0,0,0,1
1439,2,1,0,0,1
1440,1,0,0,0,0
1441,3,1,2,0,2
1442,1,0,1,1,0
1443,2,0,2,1,1
1444,1,1,1,1,0
1445,0,1,2,0,1
1446,0,0,0,0,0
1447,2,1,0,0,1
1448,1,1,0,1,0
1449,0,1,2,0,-1
1450,2,0,0,0,0
1451,0,0,0,0,1
1452,2,0,1,0,1
1453,1,0,0,0,1
1454,3,0,0,0,-1
1455,1,0,1,0,0
1456,1,0,0,0,0
1457,0,0,1,0,0
1458,2,1,1,1,0
1459,1,0,1,0,1
1460,2,1,1,1,-1
1461,1,0,0,0,1
1462,1,0,1,1,1
1463,0,0,0,0,-1
1464,3,0,2,1,-1
1465,1,1,1,1,2
1466,3,0,2,1,2
1467,2,1,1,0,1
1468,2,0,0,0,2
1469,1,0,1,1,0
1470,1,0,0,1,1
1471,0,0,0,1,-1
1472,1,0,1,1,0
1473,2,1,2,1,0
1474,0,0,2,1,1
1475,2,1,1,1,1
1476,0,1,2,0,1
1477,0,0,1,0,0
1478,1,0,0,0,0
1479,2,1,1,0,-1
1480,1,0,0,0,0
1481,1,1,1,1,0
1482,1,0,1,1,1
1483,3,0,3,1,0
1484,1,0,1,0,1
1485,2,0,0,0,1
1486,1,0,0,0,2
1487,0,0,0,0,1
1488,1,0,0,0,1
1489,2,0,0,0,0
1490,1,0,1,1,1
1491,1,0,2,0,1
1492,2,0,2,0,1
1493,2,0,0,0,0
1494,0,1,3,0,2
1495,2,0,1,0,1
1496,2,0,1,0,1
1497,1,0,0,0,1
1498,2,0,0,0,2
1499,0,0,2,0,-1
1500,1,0,1,1,1
1501,1,0,1,1,1
1502,1,0,0,0,0
1503,0,0,0,0,1
1504,2,1,1,1,1
1505,2,1,2,1,1
1506,1,0,1,0,1
1507,2,0,0,0,1
1508,1,0,0,0,1
1509,2,0,0,0,0
1510,2,0,0,0,1
1511,1,0,1,0,1
1512,2,0,0,0,1
1513,1,0,0,0,1
1514,3,0,2,0,1
1515,2,1,3,1,0
1516,1,0,1,0,1
1517,1,0,0,0,1
1518,0,0,0,0,0
1519,1,0,1,1,1
1520,2,0,2,1,1
1521,1,0,0,0,1
1522,1,0,1,0,-2
1523,2,0,0,0,0
1524,0,0,0,0,0
1525,3,0,1,0,1
1526,2,0,1,1,0
1527,0,1,0,0,1
1528,2,1,0,0,1
1529,0,0,1,0,1
1530,0,0,0,0,0
1531,2,0,0,0,1
1532,0,1,2,0,-1
1533,0,0,0,0,1
1534,2,0,0,0,0
1535,2,0,2,1,1
1536,2,1,2,0,1
1537,2,0,1,0,2
1538,2,0,1,1,-1
1539,2,0,2,1,1
1540,0,0,0,0,0
1541,0,0,2,0,0
1542,0,0,0,0,0
1543,3,0,1,1,2
1544,2,0,0,0,1
1545,0,0,1,1,1
1546,2,0,2,1,2
1547,2,0,2,1,1
1548,0,0,2,1,1
1549,3,1,0,1,0
1550,3,0,0,0,0
1551,2,1,0,0,1
1552,2,0,0,0,1
1553,0,0,0,0,0
1554,1,0,0,0,1
1555,1,0,0,0,0
1556,1,0,0,0,0
1557,1,0,1,0,2
1558,1,0,1,1,0
1559,1,0,0,0,1
1560,1,1,1,1,0
1561,1,1,0,0,0
1562,2,0,1,0,1
1563,3,1,1,0,0
1564,2,1,1,1,1
1565,1,1,1,1,1
1566,2,1,3,0,1
1567,3,1,2,0,0
1568,3,1,1,0,0
1569,0,0,0,0,0
1570,0,0,0,0,0
1571,1,1,0,0,1
1572,0,0,0,1,1
1573,1,0,1,0,1
1574,1,0,0,0,1
1575,0,0,0,0,1
1576,1,0,1,1,2
1577,2,0,2,1,0
1578,3,0,0,0,1
1579,3,0,3,0,0
1580,3,0,0,1,1
1581,2,0,1,0,1
1582,1,0,1,0,1
1583,1,0,0,0,0
1584,2,0,1,0,1
1585,0,1,1,1,1
1586,1,0,0,0,2
1587,3,0,2,1,0
1588,1,1,0,0,0
1589,1,0,1,0,2
1590,2,0,2,1,2
1591,2,1,0,1,1
1592,2,0,1,0,1
1593,3,0,0,0,1
1594,1,1,0,0,-1
1595,2,0,1,1,1
1596,1,1,0,0,1
1597,1,0,1,0,1
1598,1,0,1,0,2
1599,0,0,2,1,1
1600,2,0,0,0,1
1601,0,0,0,0,1
1602,1,0,1,0,2
1603,0,0,2,1,2
1604,1,1,1,1,1
1605,1,0,2,0,2
1606,1,0,1,0,1
1607,2,1,1,1,1
1608,1,0,0,0,1
1609,2,1,1,1,1
1610,1,0,0,0,1
1611,2,1,2,0,-2
1612,2,0,1,0,1
1613,1,0,0,0,1
1614,2,1,1,0,1
1615,1,0,1,0,2
1616,0,0,1,1,1
1617,0,0,1,0,0
1618,3,0,2,0,2
1619,1,0,0,0,1
1620,1,0,0,0,0
1621,2,0,1,0,0
1622,2,0,1,0,1
1623,0,0,0,0,0
1624,0,0,0,1,0
1625,0,0,1,0,0
1626,0,0,0,0,0
1627,0,0,0,0,0
1628,1,0,1,1,0
1629,0,0,0,1,1
1630,0,0,0,0,0
1631,0,0,1,1,0
1632,2,0,0,0,0
1633,2,1,1,0,2
1634,3,0,2,1,1
1635,0,0,2,0,1
1636,1,0,1,1,0
1637,1,0,0,0,1
1638,2,0,0,0,1
1639,1,1,2,0,-1
1640,2,0,0,0,2
1641,1,0,0,0,1
1642,2,0,1,0,1
1643,1,0,1,1,0
1644,1,0,0,0,1
1645,0,0,1,1,1
1646,3,0,2,0,1
1647,1,1,0,0,0
1648,2,0,0,0,1
1649,1,0,1,0,0
1650,1,0,0,0,1
1651,0,0,0,0,0
1652,2,0,1,0,2
1653,1,0,1,0,1
1654,2,1,2,0,0
1655,2,0,2,1,0
1656,2,0,2,1,2
1657,2,0,0,1,0
1658,1,0,1,0,-1
1659,1,0,0,0,1
1660,1,0,0,0,1
1661,2,0,2,0,0
1662,1,0,1,1,2
1663,2,0,2,1,1
1664,0,1,2,0,1
1665,1,0,0,0,0
1666,2,1,3,0,0
1667,1,1,1,0,-1
1668,2,0,0,0,2
1669,1,0,0,0,1
1670,1,1,1,0,0
1671,1,1,2,1,1
1672,1,0,1,0,1
1673,1,0,0,0,0
1674,0,0,0,0,1
1675,1,0,0,0,0
1676,0,1,3,0,-1
1677,1,0,2,0,1
1678,1,0,0,0,1
1679,2,0,0,0,2
1680,1,1,0,0,1
1681,2,1,0,0,1
1682,0,0,1,0,-1
1683,2,1,2,1,2
1684,2,0,0,0,2
1685,1,0,0,0,-1
1686,2,1,2,1,1
1687,0,0,1,0,0
1688,0,1,0,0,1
1689,3,1,0,0,0
1690,2,0,0,0,2
1691,0,0,0,0,0
1692,2,0,0,0,1
1693,1,0,0,0,0
1694,2,0,0,1,0
1695,1,0,0,0,0
1696,2,0,0,0,1
1697,1,0,1,0,1
1698,2,0,2,0,1
1699,0,0,0,1,-1
1700,2,1,1,1,1
1701,0,0,0,0,0
1702,1,0,2,1,1
1703,0,0,0,0,0
1704,2,1,3,0,-1
1705,1,0,0,0,1
1706,1,0,1,0,1
1707,1,0,2,1,-1
1708,3,0,1,1,2
1709,1,0,0,0,1
1710,2,1,1,1,1
1711,2,0,0,0,1
1712,0,1,1,1,-1
1713,2,0,0,1,0
1714,0,0,1,1,0
1715,3,0,0,0,0
1716,0,0,0,1,0
1717,2,1,2,0,0
1718,0,0,1,0,0
1719,3,0,3,0,-1
1720,2,0,1,0,2
1721,2,0,1,1,1
1722,0,0,0,1,2
1723,0,0,0,0,-1
1724,1,0,1,1,1
1725,1,0,1,1,1
1726,3,0,2,1,0
1727,1,1,0,0,1
1728,0,0,1,0,2
1729,1,1,2,1,1
1730,1,0,0,0,2
1731,3,1,3,0,1
1732,1,0,2,0,0
1733,0,0,1,1,1
1734,2,0,0,0,1
1735,0,1,1,0,0
1736,1,1,1,1,0
1737,1,1,1,1,1
1738,1,0,1,1,2
1739,1,0,0,0,1
1740,1,0,1,0,1
1741,0,0,0,0,0
1742,0,0,0,0,0
1743,1,0,0,0,1
1744,1,0,0,0,1
1745,0,0,1,0,0
1746,1,0,0,1,0
1747,0,1,0,0,-1
1748,2,1,1,1,1
1749,2,0,0,0,0
1750,1,0,0,0,1
1751,0,1,2,0,2
1752,2,0,1,1,1
1753,1,0,1,1,0
1754,2,0,1,0,1
1755,2,0,3,0,0
1756,2,0,0,0,0
1757,2,0,1,0,0
1758,2,1,2,0,2
1759,0,0,0,0,0
1760,0,0,0,1,1
1761,1,0,0,0,1
1762,0,1,1,1,2
1763,2,0,0,0,1
1764,1,0,1,0,0
1765,1,0,1,0,1
1766,0,0,0,0,0
1767,1,0,0,0,2
1768,2,1,2,1,1
1769,1,0,1,0,1
1770,3,0,0,1,2
1771,1,0,1,1,1
1772,1,0,0,0,1
1773,2,1,2,0,-2
1774,1,0,0,0,1
1775,2,0,0,0,2
1776,2,0,0,0,0
1777,1,0,0,0,1
1778,0,0,1,1,0
1779,0,0,0,0,0
1780,1,1,1,0,0
1781,1,0,1,0,1
1782,2,1,2,1,0
1783,0,0,0,1,2
1784,2,0,1,0,-1
1785,3,1,2,1,-1
1786,1,1,2,0,1
1787,3,0,0,0,1
1788,0,0,1,1,0
1789,3,1,1,1,1
1790,2,0,1,1,0
1791,2,1,3,0,2
1792,2,0,1,1,0
1793,2,0,1,1,1
1794,2,1,1,0,1
1795,1,0,1,0,0
1796,0,0,0,0,-1
1797,1,0,0,1,-2
1798,1,0,1,0,1
1799,2,1,2,1,2
1800,1,0,0,0,0
1801,2,0,2,1,0
1802,2,0,1,0,1
1803,2,0,1,0,2
1804,2,0,2,1,0
1805,2,0,1,0,2
1806,3,1,0,0,2
1807,1,0,1,1,1
1808,1,0,2,1,0
1809,2,1,2,0,0
1810,1,0,0,0,0
1811,2,0,1,0,0
1812,2,0,2,1,1
1813,1,1,0,1,1
1814,1,0,1,1,0
1815,1,0,0,0,0
1816,0,0,1,0,-2
1817,2,0,1,0,2
1818,3,0,1,1,0
1819,1,0,0,0,1
1820,2,0,1,0,1
1821,1,1,1,1,0
1822,2,0,0,0,1
1823,1,0,1,0,1
1824,1,0,1,1,-1
1825,0,1,0,0,2
1826,0,1,0,0,1
1827,2,1,1,1,1
1828,1,1,1,1,2
1829,2,1,0,0,1
1830,0,0,0,1,1
1831,3,1,3,0,1
1832,3,0,1,0,0
1833,0,0,0,0,-1
1834,2,0,1,0,2
1835,1,0,1,0,1
1836,2,0,1,0,0
1837,2,0,0,0,2
1838,1,0,1,1,0
1839,0,0,2,1,0
1840,0,1,2,1,1
1841,0,1,2,0,1
1842,2,1,1,1,1
1843,2,0,0,0,1
1844,0,0,1,0,1
1845,1,0,0,0,0
1846,0,0,0,0,0
1847,0,1,0,0,1
1848,3,0,0,0,0
1849,2,0,2,0,0
1850,0,0,1,1,0
1851,1,0,0,0,0
1852,2,0,0,0,1
1853,2,1,1,1,1
1854,1,0,2,1,0
1855,0,0,2,0,0
1856,3,0,0,0,1
1857,2,1,1,1,1
1858,1,1,2,1,1
1859,3,1,1,0,0
1860,1,0,1,0,2
1861,1,1,1,1,1
1862,1,0,1,0,1
1863,0,0,0,0,0
1864,1,0,1,0,0
1865,2,1,0,0,2
1866,1,0,0,0,-1
1867,1,0,1,0,2
1868,2,0,2,1,2
1869,0,1,2,0,0
1870,2,1,1,1,1
1871,2,0,1,1,1
1872,2,1,2,1,1
1873,3,1,1,1,1
1874,1,0,2,1,2
1875,0,1,0,0,0
1876,0,0,2,0,-1
1877,2,0,1,0,2
1878,1,0,1,0,2
1879,1,0,2,1,2
1880,1,0,0,0,1
1881,2,0,0,0,1
1882,2,0,1,0,0
1883,2,1,1,0,0
1884,2,1,2,0,-2
1885,1,0,2,1,1
1886,0,0,1,1,1
1887,3,0,0,1,1
1888,2,0,1,1,0
1889,0,0,0,0,1
1890,2,0,0,0,1
1891,0,0,2,1,1
1892,0,0,0,0,0
1893,0,0,1,0,1
1894,2,0,0,0,0
1895,2,1,2,1,2
1896,0,0,3,0,0
1897,2,1,1,1,1
1898,1,0,0,0,1
1899,0,1,0,0,0
1900,0,0,0,0,1
1901,1,0,0,1,1
1902,1,1,1,0,0
1903,3,0,0,0,2
1904,0,0,0,0,1
1905,2,0,0,0,1
1906,0,1,2,0,1
1907,1,1,1,0,0
1908,2,0,0,0,0
1909,3,1,1,1,0
1910,1,0,0,0,0
1911,2,0,0,1,1
1912,3,1,1,1,0
1913,1,1,0,0,-1
1914,2,1,1,1,-1
1915,2,0,1,1,0
1916,2,0,2,0,0
1917,1,0,1,0,0
1918,2,0,1,0,0
1919,1,0,1,0,2
1920,1,0,1,1,2
1921,0,1,0,0,0
1922,1,0,0,0,1
1923,2,0,1,1,2
1924,2,0,0,0,1
1925,2,0,0,0,1
1926,0,0,1,0,0
1927,1,0,2,0,1
1928,0,0,2,1,0
1929,1,0,0,0,0
1930,0,0,1,1,0
1931,1,0,0,0,1
1932,1,0,1,1,-1
1933,1,1,1,0,0
1934,1,1,2,1,0
1935,2,1,2,1,1
1936,2,1,2,1,1
1937,2,0,1,1,0
1938,2,0,1,0,1
1939,2,1,2,1,2
1940,2,0,1,0,1
1941,1,1,2,1,0
1942,1,0,1,1,0
1943,0,0,1,0,2
1944,2,1,2,0,2
1945,1,0,0,0,0
1946,0,0,1,1,2
1947,1,0,0,1,1
1948,2,0,1,1,1
1949,2,0,1,1,1
1950,1,0,1,0,1
1951,1,0,1,0,0
1952,2,1,0,0,0
1953,2,1,2,0,1
1954,0,0,0,1,-2
1955,2,1,1,1,1
1956,0,0,1,0,0
1957,0,0,2,0,-2
1958,2,0,0,0,1
1959,1,1,2,0,-1
1960,2,0,0,0,2
1961,0,1,2,0,0
1962,1,1,2,1,1
1963,0,0,1,0,0
1964,2,1,1,1,2
1965,0,0,0,0,0
1966,2,0,0,0,2
1967,0,0,0,0,0
1968,2,1,1,1,1
1969,2,1,2,1,1
1970,2,0,1,0,1
1971,3,0,1,1,1
1972,2,0,1,0,-1
1973,2,1,2,0,0
1974,2,0,0,0,1
1975,2,1,2,0,2
1976,0,0,0,0,1
1977,1,0,0,0,1
1978,3,0,1,0,0
1979,2,1,2,1,1
1980,0,0,2,0,-2
1981,1,1,3,1,1
1982,0,1,3,0,-1
1983,2,0,1,0,2
1984,1,0,1,1,1
1985,2,0,0,0,1
1986,2,0,1,0,1
1987,2,1,2,0,1
1988,1,1,1,0,0
1989,2,0,2,1,0
1990,3,0,2,1,0
1991,2,0,1,1,0
1992,0,0,0,0,0
1993,2,0,1,1,1
1994,1,0,0,1,1
1995,1,0,2,1,1
1996,1,0,0,0,2
1997,0,0,0,0,1
1998,2,1,2,1,2
1999,1,0,1,1,0
2000,0,0,1,0,-1
2001,2,1,2,1,1
2002,2,1,0,0,0
2003,1,1,0,0,1
2004,1,1,1,1,1
2005,0,0,0,0,0
2006,1,0,2,0,0
2007,2,1,2,0,-1
2008,2,0,1,1,0
2009,2,1,1,1,1
2010,1,1,1,0,1
2011,3,0,0,0,1
2012,2,0,1,1,1
2013,0,0,1,1,0
2014,2,0,2,0,-1
2015,1,0,1,1,1
2016,1,0,1,1,0
2017,2,0,1,0,1
2018,2,0,1,0,0
2019,2,0,1,1,1
2020,1,0,1,0,0
2021,0,1,2,0,1
2022,0,1,3,0,-2
2023,0,1,2,0,-1
2024,2,0,1,0,0
2025,1,0,2,0,-1
2026,1,0,1,0,1
2027,2,0,0,0,0
2028,1,0,1,0,1
2029,3,1,2,0,0
2030,1,0,1,1,1
2031,1,0,1,1,0
2032,2,1,2,0,-1
2033,0,0,2,0,-2
2034,1,0,1,1,1
2035,1,0,1,1,2
2036,1,0,2,1,2
2037,2,0,2,0,0
2038,1,0,0,1,2
2039,0,1,2,0,-1
2040,2,1,2,1,1
2041,1,0,0,0,1
2042,2,1,0,0,1
2043,1,1,0,0,0
2044,2,0,0,0,1
2045,2,1,1,0,2
2046,0,1,2,0,-2
2047,2,0,2,0,1
2048,1,0,1,1,1
2049,1,0,0,0,0
2050,1,0,1,1,1
2051,0,0,2,1,1
2052,2,0,0,0,2
2053,2,1,2,1,1
2054,2,0,1,0,0
2055,0,0,0,1,0
2056,1,1,1,1,1
2057,1,1,2,1,2
2058,1,1,2,0,0
2059,2,0,0,0,1
2060,1,0,1,0,0
2061,2,0,0,1,2
2062,0,0,0,0,1
2063,0,1,3,0,-2
2064,1,1,0,0,1
2065,1,1,2,0,0
2066,1,0,1,0,1
2067,3,0,0,0,1
2068,1,0,1,1,0
2069,0,0,1,0,-1
2070,1,0,0,0,0
2071,2,0,2,0,1
2072,2,0,0,0,0
2073,0,0,2,0,1
2074,2,1,3,0,1
2075,1,0,1,0,2
2076,2,1,1,0,1
2077,0,0,1,0,0
2078,3,1,0,0,2
2079,1,1,0,0,0
2080,2,1,1,0,2
2081,0,0,2,1,1
2082,1,1,1,1,1
2083,1,0,0,0,1
2084,0,0,1,0,1
2085,1,1,2,0,1
2086,1,1,0,0,1
2087,1,0,1,0,1
2088,2,0,2,1,2
2089,2,1,2,0,0
2090,3,0,0,0,1
2091,1,0,1,0,1
2092,2,0,1,1,1
2093,3,0,0,0,1
2094,1,0,1,0,1
2095,0,0,1,0,2
2096,3,0,0,0,1
2097,0,0,2,0,0
2098,2,0,2,1,1
2099,3,1,2,0,-1
2100,3,1,2,1,0
2101,3,0,0,0,1
2102,3,0,1,1,-2
2103,2,0,0,0,1
2104,3,1,2,1,1
2105,1,0,2,0,1
2106,2,0,2,1,1
2107,1,0,0,0,0
2108,0,1,0,0,1
2109,2,0,0,0,0
2110,3,0,0,0,1
2111,1,0,1,1,0
2112,2,0,2,0,1
2113,1,0,0,0,0
2114,0,0,1,0,1
2115,0,0,1,0,0
2116,0,0,1,0,2
2117,0,0,0,1,0
2118,0,0,0,0,0
2119,2,0,1,0,1
2120,2,0,1,0,2
2121,3,1,2,0,1
2122,3,0,0,0,-2
2123,2,1,0,0,0
2124,2,0,2,0,1
2125,1,1,3,1,0
2126,1,0,1,0,1
2127,2,0,2,0,0
2128,2,1,3,1,0
2129,1,1,1,1,1
2130,2,1,1,1,1
2131,1,0,1,1,1
2132,1,0,1,1,1
2133,3,0,0,1,2
2134,0,1,2,0,1
2135,0,0,0,1,2
2136,1,0,1,0,1
2137,2,0,0,0,0
2138,1,1,1,0,0
2139,1,0,0,0,0
2140,1,0,1,1,1
2141,1,0,0,0,1
2142,1,0,0,0,1
2143,1,1,2,1,1
2144,0,0,0,0,0
2145,1,0,0,0,0
2146,0,0,1,1,0
2147,0,0,0,1,2
2148,1,0,1,0,-1
2149,3,0,0,0,0
2150,1,0,2,1,0
2151,2,1,1,1,2
2152,0,0,0,1,1
2153,1,0,1,0,0
2154,2,0,2,1,1
2155,2,1,2,0,-1
2156,2,0,3,0,1
2157,1,0,2,0,-1
2158,2,0,0,0,1
2159,2,1,0,1,0
2160,1,0,1,0,1
2161,2,0,0,0,0
2162,0,1,0,0,0
2163,0,0,1,0,-1
2164,2,0,0,0,0
2165,0,0,0,0,1
2166,0,0,0,0,0
2167,0,1,2,0,1
2168,3,0,1,0,1
2169,3,0,0,1,1
2170,1,0,0,0,0
2171,1,0,0,0,1
2172,1,0,2,1,0
2173,1,0,1,0,2
2174,1,0,2,1,2
2175,0,0,2,1,2
2176,1,0,1,0,1
2177,2,1,2,1,-1
2178,0,1,2,0,1
2179,2,0,1,0,1
2180,2,0,3,0,-1
2181,2,0,1,0,1
2182,1,1,1,0,1
2183,2,0,1,0,0
2184,1,0,2,0,1
2185,3,1,0,0,1
2186,2,0,2,1,0
2187,1,0,1,0,0
2188,2,0,0,0,1
2189,1,0,2,1,2
2190,3,0,0,1,2
2191,2,0,1,1,1
2192,2,0,0,0,2
2193,0,0,1,0,0
2194,2,0,0,0,1
2195,0,0,0,0,0
2196,2,0,1,0,1
2197,1,0,0,0,2
2198,0,1,0,0,0
2199,3,1,2,0,-1
2200,2,0,0,0,1
2201,1,0,1,0,1
2202,2,1,0,0,1
2203,0,1,3,0,-2
2204,1,1,1,1,1
2205,0,0,0,0,1
2206,2,0,1,1,1
2207,0,0,0,0,0
2208,1,0,1,1,0
